fullname,city,yearspracticing,proc,pharmadollars,services_count,score,test,last
CASEY L. TUCKER,SANTA ROSA,20,Chiropractic manipulation,,795,17,78,TUCKER
RACHELE FERRARO,SAN FRANCISCO,26,Chiropractic manipulation,,154,17,78,FERRARO
LAUREN ELKIND,WALNUT CREEK,13,Chiropractic manipulation,,133,17,78,ELKIND
MARKUS STRIEBECK,SAN FRANCISCO,25,Chiropractic manipulation,,103,17,78,STRIEBECK
MIKE E. BERND,SANTA ROSA,35,Chiropractic manipulation,,813,17,78,BERND
CHRISTINA M. DUMBADSE,SANTA ROSA,29,Chiropractic manipulation,,523,17,78,DUMBADSE
GERALD ORANJE,PITTSBURG,28,Chiropractic manipulation,,103,17,78,ORANJE
THOMAS M. MOSCA,LOS GATOS,26,Chiropractic manipulation,,491,17,78,MOSCA
DAVID A. YORK,SAN FRANCISCO,22,Chiropractic manipulation,,311,17,78,YORK
SUSAN FREEBURG,SAN MATEO,19,Chiropractic manipulation,,371,17,78,FREEBURG
PATRICK B. MCCAULEY,MOUNTAIN VIEW,11,Chiropractic manipulation,,538,17,78,MCCAULEY
THOMAS J. HENDRICKSON,KENSINGTON,28,Chiropractic manipulation,,198,18,90,HENDRICKSON
JERRY M. KENNY,VALLEJO,17,Chiropractic manipulation,,430,18,90,KENNY
JOEL A. TAATJES,PETALUMA,26,Chiropractic manipulation,,437,18,90,TAATJES
JOSEPH LIU,SANTA ROSA,17,Chiropractic manipulation,,271,18,90,LIU
ROBERT O. KATONA,CASTRO VALLEY,25,Chiropractic manipulation,,308,18,90,KATONA
RONALD M. BENSON,SAN JOSE,28,Chiropractic manipulation,,501,18,90,BENSON
JOHN C. HUI,OAKLAND,22,Chiropractic manipulation,,100,18,90,HUI
TIMOTHY J. HAYES,SANTA ROSA,37,Chiropractic manipulation,,188,18,90,HAYES
GREGORY W. BECKER,SAN MATEO,13,Chiropractic manipulation,,246,18,90,BECKER
JOHN P. FLETCHER,CALISTOGA,18,Chiropractic manipulation,,240,18,90,FLETCHER
STEPHEN V. SUM,CASTRO VALLEY,27,Chiropractic manipulation,,305,18,90,SUM
DOUGLAS A. DESALVO,NOVATO,27,Chiropractic manipulation,,173,18,90,DESALVO
CHRISTOPHER W. PEDRETTI,CONCORD,25,Chiropractic manipulation,,252,18,90,PEDRETTI
CECELIA RADESKI,SANTA ROSA,27,Chiropractic manipulation,,214,18,90,RADESKI
BARBARA H. BERKELEY,SAN FRANCISCO,28,Chiropractic manipulation,,188,18,90,BERKELEY
DAVID C. ADAMS,SANTA CLARA,26,Chiropractic manipulation,,220,18,90,ADAMS
RUSSELL L. COPPING,CONCORD,38,Chiropractic manipulation,,641,18,90,COPPING
DALE HEER,FOSTER CITY,21,Chiropractic manipulation,,343,18,90,HEER
LINDA PARIS-BELL,MOUNTAIN VIEW,22,Chiropractic manipulation,,271,18,90,PARIS-BELL
KATHY S. DOYLE,OAKLAND,31,Chiropractic manipulation,,218,18,90,DOYLE
ELIOT A. CARTER,SAN FRANCISCO,17,Chiropractic manipulation,,1091,18,90,CARTER
BOSHIDAR STOJANOVICH,WALNUT CREEK,31,Chiropractic manipulation,,455,18,90,STOJANOVICH
DALE MCKENNA,SAN FRANCISCO,32,Chiropractic manipulation,,185,18,90,MCKENNA
SHIN AOKI,KENSINGTON,,Chiropractic manipulation,,233,18,90,AOKI
TODD M. FRIGARD,ANTIOCH,28,Chiropractic manipulation,,99,18,90,FRIGARD
DEBORAH E. MOSCA,LOS ALTOS,26,Chiropractic manipulation,,484,18,90,MOSCA
RICHARD P. HUDDLESTON,NAPA,28,Chiropractic manipulation,,610,19,95,HUDDLESTON
DELLA L. FAULKNER,LAFAYETTE,26,Chiropractic manipulation,,479,19,95,FAULKNER
DAVID P. WITTWER,BELMONT,29,Chiropractic manipulation,,182,19,95,WITTWER
DANIEL J. WILLIAMS,LIVERMORE,16,Chiropractic manipulation,,325,19,95,WILLIAMS
BRIAN S. OTA,SUNNYVALE,21,Chiropractic manipulation,,917,19,95,OTA
STEPHEN L. COLLINS,FREMONT,29,Chiropractic manipulation,,428,19,95,COLLINS
BRIAN E. WIRICK,SONOMA,26,Chiropractic manipulation,,464,19,95,WIRICK
FRANK R. WILBUR,SANTA ROSA,34,Chiropractic manipulation,,459,19,95,WILBUR
LAWRENCE D. CHAMBERS,SAN JOSE,27,Chiropractic manipulation,,494,19,95,CHAMBERS
PATRICK A. TRIBBLE,BERKELEY,33,Chiropractic manipulation,,411,19,95,TRIBBLE
STEVEN J. FOREST,ALAMEDA,35,Chiropractic manipulation,,448,19,95,FOREST
MICHAEL TEREO,NEWARK,28,Chiropractic manipulation,,321,19,95,TEREO
BARBARA RINKOFF,SAN FRANCISCO,27,Chiropractic manipulation,,119,19,95,RINKOFF
BRENT J. WATERMAN,SAN RAMON,35,Chiropractic manipulation,,741,19,95,WATERMAN
SCOTT W. DOWER,SAN JOSE,38,Chiropractic manipulation,,157,19,95,DOWER
MICHELLE SCATINA,KENSINGTON,,Chiropractic manipulation,,319,19,95,SCATINA
HENRY A. OYHARCABAL,SAN FRANCISCO,22,Chiropractic manipulation,,631,19,95,OYHARCABAL
PHILLIP J. RUNCO,CONCORD,29,Chiropractic manipulation,,468,19,95,RUNCO
TARA E. DONOHUE,ALAMEDA,,Chiropractic manipulation,,5191,19,95,DONOHUE
DENNIS J. BARKER,WALNUT CREEK,24,Chiropractic manipulation,,493,19,95,BARKER
THOMAS R. DONOVAN,LAFAYETTE,37,Chiropractic manipulation,,365,19,95,DONOVAN
LAURA A. SHEEHAN,SAN FRANCISCO,12,Chiropractic manipulation,,108,19,95,SHEEHAN
RONALD B. WILLIAMS,VALLEJO,29,Chiropractic manipulation,,375,19,95,WILLIAMS
ANGELA M. ORNELAS,SAN JOSE,29,Chiropractic manipulation,,227,20,99,ORNELAS
ROBERT E. MATT,SAN FRANCISCO,18,Chiropractic manipulation,,184,20,99,MATT
DENNIS BUTCHART,UNION CITY,15,Chiropractic manipulation,,413,20,99,BUTCHART
JULI A. SNYDER,SAN JOSE,28,Chiropractic manipulation,,123,20,99,SNYDER
IDA M. HALLGREN-LUKE,COTATI,42,Chiropractic manipulation,,404,20,99,HALLGREN-LUKE
JOHN W. DE ROY,SAN FRANCISCO,31,Chiropractic manipulation,,212,21,100,ROY
BENSON TAM,SAN FRANCISCO,12,Chiropractic manipulation,,273,21,100,TAM
THOMAS A. AUSTIN,SAN JOSE,30,Chiropractic manipulation,,148,22,100,AUSTIN
DANIEL J. LATCH,SAN FRANCISCO,17,Chiropractic manipulation,,1423,26,100,LATCH
KRAMMIE CHAN,OAKLAND,24,Ct head/brain w/o dye,,19,2,1,CHAN
ALEXANDER HABIBIAN,PALO ALTO,26,Ct head/brain w/o dye,,11,2,1,HABIBIAN
MARK K. SARKISIAN,SAN JOSE,28,Ct head/brain w/o dye,,23,4,7,SARKISIAN
RICHARD J. SILBERSTEIN,SAN JOSE,36,Ct head/brain w/o dye,,17,5,10,SILBERSTEIN
BO YOON HA,SAN JOSE,17,Ct head/brain w/o dye,,14,6,13,HA
BARBARA L. SCHMITZ,HAYWARD,41,Ct head/brain w/o dye,,11,10,16,SCHMITZ
ELAINE CHU,OAKLAND,17,Ct head/brain w/o dye,,12,10,16,CHU
GLENN NAKAZAWA,SANTA CLARA,,Ct head/brain w/o dye,,12,10,16,NAKAZAWA
CHRISTINE H. OH,WALNUT CREEK,17,Ct head/brain w/o dye,,12,10,16,OH
CAROLINE D. SHERBOURNE,WALNUT CREEK,22,Ct head/brain w/o dye,,13,10,16,SHERBOURNE
MELISSA E. SIMS,SAN FRANCISCO,,Ct head/brain w/o dye,,14,10,16,SIMS
HAN YUAN ALICE CHONG,SAN FRANCISCO,13,Ct head/brain w/o dye,,14,10,16,CHONG
KATHERINE F. JUE,WALNUT CREEK,15,Ct head/brain w/o dye,,15,11,38,JUE
EUGENE ONG,VALLEJO,33,Ct head/brain w/o dye,,18,11,38,ONG
RICHARD C. PLACONE,VALLEJO,28,Ct head/brain w/o dye,,18,11,38,PLACONE
VYTHAO T. TRAN,SAN JOSE,7,Ct head/brain w/o dye,,11,11,38,TRAN
SHILPA KUMBHANI,OAKLAND,9,Ct head/brain w/o dye,,17,11,38,KUMBHANI
PREMIERE SCAN PC,SAN JOSE,,Ct head/brain w/o dye,,13,11,38,PC
AARON R. HOCHBERG,WALNUT CREEK,9,Ct head/brain w/o dye,,11,11,38,HOCHBERG
JAMES M. O'DONOHUE,SAN JOSE,35,Ct head/brain w/o dye,,19,12,60,O'DONOHUE
BRITTA M. GOODING,STINSON BEACH,19,Ct head/brain w/o dye,,18,12,60,GOODING
JOSEPH D. MARKO,VALLEJO,13,Ct head/brain w/o dye,,22,12,60,MARKO
LINDA IZQUIERDO,SAN JOSE,45,Ct head/brain w/o dye,,19,12,60,IZQUIERDO
STACY J. UYBICO,SAN FRANCISCO,8,Ct head/brain w/o dye,,27,13,72,UYBICO
ELISABETH C. SPECHT,WALNUT CREEK,35,Ct head/brain w/o dye,,36,14,76,SPECHT
RIAZ S. DHANANI,WALNUT CREEK,9,Ct head/brain w/o dye,,111,14,76,DHANANI
EDWARD L. BAKER,SAN FRANCISCO,39,Ct head/brain w/o dye,,72,16,82,BAKER
CHRISTOPHER D. TRAN,LIVERMORE,23,Ct head/brain w/o dye,,384,17,85,TRAN
ANDREW J. NICKS,NAPA,45,Ct head/brain w/o dye,,175,17,85,NICKS
BENJAMIN H. BAK,SUNNYVALE,19,Ct head/brain w/o dye,,142,18,91,BAK
STEPHEN C. WEI,SAN FRANCISCO,11,Ct head/brain w/o dye,,426,19,94,WEI
ROBERT L. WIRTH,GREENBRAE,30,Ct head/brain w/o dye,,430,19,94,WIRTH
WILLIAM S. CHUNG,SAN FRANCISCO,30,Electrocardiogram report,,121,-1,1,CHUNG
ROBERT J. COLVIN,SAN FRANCISCO,15,Electrocardiogram report,5000,11,0,1,COLVIN
AJIT P. SANDHU,FREMONT,40,Electrocardiogram report,,318,2,1,SANDHU
R. R. PLATT,WALNUT CREEK,,Electrocardiogram report,,17,3,2,PLATT
NAOMI A. MCAULIFFE,SANTA ROSA,13,Electrocardiogram report,,14,3,2,MCAULIFFE
MICHAEL S. LYNN,OAKLAND,,Electrocardiogram report,,16,3,2,LYNN
AMY S. THOMSEN,ANTIOCH,,Electrocardiogram report,,24,4,3,THOMSEN
JEFF T. CHEN,BERKELEY,,Electrocardiogram report,,479,4,3,CHEN
PRACHI C. JOG,SAN JOSE,12,Electrocardiogram report,,31,5,4,JOG
JENNIFER M. STARLING,OAKLAND,,Electrocardiogram report,,12,5,4,STARLING
MICHAEL B. STONE,OAKLAND,,Electrocardiogram report,,32,5,4,STONE
ISAAC A. IBRAHIMI,CASTRO VALLEY,,Electrocardiogram report,,11,5,4,IBRAHIMI
L. B. LIEM,MOUNTAIN VIEW,34,Electrocardiogram report,,17,5,4,LIEM
STEVEN SACKRIN,OAKLAND,34,Electrocardiogram report,,28,5,4,SACKRIN
HARRISION J. ALTER,OAKLAND,,Electrocardiogram report,,40,6,7,ALTER
EDWARD H. LIPTON,SAN MATEO,,Electrocardiogram report,,13,6,7,LIPTON
ANGELA WESTLAKE,EMERYVILLE,,Electrocardiogram report,,13,6,7,WESTLAKE
COLIN FEENEY,OAKLAND,35,Electrocardiogram report,,35,6,7,FEENEY
HUNG-WEN SUN,SAN JOSE,,Electrocardiogram report,,17,6,7,SUN
IVAN R. BURGOS,LOS GATOS,,Electrocardiogram report,,35,6,7,BURGOS
JAHAN FAHIMI,OAKLAND,8,Electrocardiogram report,,42,7,10,FAHIMI
NICHOLAS GAVIN,OAKLAND,,Electrocardiogram report,,19,7,10,GAVIN
FREDERICK D. PITTS,OAKLAND,,Electrocardiogram report,,20,7,10,PITTS
UPASNA M. SWIFT,OAKLAND,16,Electrocardiogram report,,63,7,10,SWIFT
JARON D. ROSS,EMERYVILLE,,Electrocardiogram report,,11,7,10,ROSS
WALTER STULLMAN,OAKLAND,50,Electrocardiogram report,,48,7,10,STULLMAN
BERENICE PEREZ,OAKLAND,,Electrocardiogram report,,58,7,10,PEREZ
MIRIAM K. BULLARD,OAKLAND,19,Electrocardiogram report,,28,8,14,BULLARD
KIEU L. NGUYEN,SAN JOSE,,Electrocardiogram report,,527,8,14,NGUYEN
BRIAN C. HINRICHSEN,BERKELEY,,Electrocardiogram report,,18,8,14,HINRICHSEN
JEFFREY E. FRAZER,SAN FRANCISCO,,Electrocardiogram report,,27,8,14,FRAZER
MARK POPIL,FAIRFIELD,,Electrocardiogram report,,68,8,14,POPIL
GERRY V. LAZZARESCHI,SANTA ROSA,,Electrocardiogram report,,42,8,14,LAZZARESCHI
IAN G. FERGUSON,SAN JOSE,19,Electrocardiogram report,,65,9,16,FERGUSON
LEANDRO L. VALDEZ,PLEASANTON,,Electrocardiogram report,,17,9,16,VALDEZ
TERRENCE H. LIU,OAKLAND,28,Electrocardiogram report,,31,9,16,LIU
MICHAEL S. SISSON,FAIRFIELD,,Electrocardiogram report,,97,9,16,SISSON
MARK S. BERENSON,OAKLAND,,Electrocardiogram report,,72,9,16,BERENSON
ANDREW A. HERRING,OAKLAND,,Electrocardiogram report,,95,9,16,HERRING
GORAV BOHIL,SAN JOSE,,Electrocardiogram report,,53,9,16,BOHIL
ROBERT E. JONES,BURLINGAME,,Electrocardiogram report,,88,9,16,JONES
LESLIE A. CAMPBELL,SAN FRANCISCO,21,Electrocardiogram report,,157,9,16,CAMPBELL
RONALD G. KITE,LOS GATOS,55,Electrocardiogram report,,63,9,16,KITE
GREGORY P. VICTORINO,OAKLAND,23,Electrocardiogram report,,25,9,16,VICTORINO
DANIEL D. PRICE,OAKLAND,22,Electrocardiogram report,,143,10,22,PRICE
ERICA J. LEWIS,MOUNTAIN VIEW,6,Electrocardiogram report,,118,10,22,LEWIS
COLMAN RYAN,DALY CITY,46,Electrocardiogram report,8595,337,10,22,RYAN
SVETLANA TOUNKEL,SANTA CLARA,25,Electrocardiogram report,,13,10,22,TOUNKEL
RON DIECKMANN,OAKLAND,,Electrocardiogram report,,76,10,22,DIECKMANN
SHERYL GARRETT,SAN FRANCISCO,23,Electrocardiogram report,,14,10,22,GARRETT
KAREN CAROTHERS,BERKELEY,,Electrocardiogram report,,62,10,22,CAROTHERS
ANDY W. LEE,FAIRFIELD,7,Electrocardiogram report,,238,10,22,LEE
PAUL J. FISCH,HAYWARD,28,Electrocardiogram report,,11,10,22,FISCH
MICHAEL J. JUGO,BERKELEY,,Electrocardiogram report,,76,10,22,JUGO
JAVID SADJADI,OAKLAND,16,Electrocardiogram report,,36,10,22,SADJADI
JOSEPH S. GOLDBERG,SAN FRANCISCO,,Electrocardiogram report,,362,11,27,GOLDBERG
COLLIN P. QUOCK,SAN FRANCISCO,50,Electrocardiogram report,,367,11,27,QUOCK
MICHELLE L. KATZAROFF,VACAVILLE,8,Electrocardiogram report,,13,11,27,KATZAROFF
ROBERT S. HELLER,HAYWARD,44,Electrocardiogram report,,15,11,27,HELLER
MARGARET PEACOCK,PETALUMA,,Electrocardiogram report,,68,11,27,PEACOCK
STEPHEN E. POPE,BURLINGAME,41,Electrocardiogram report,,23,11,27,POPE
RUPINDER S. MATHARU,SANTA CLARA,18,Electrocardiogram report,,18,11,27,MATHARU
MELISSA TOM,BERKELEY,,Electrocardiogram report,,160,11,27,TOM
STEVEN HASSID,SAN MATEO,29,Electrocardiogram report,,616,11,27,HASSID
WILLIAM D. MELTON,SONOMA,19,Electrocardiogram report,,153,11,27,MELTON
ERIC R. ADLER,SOUTH SAN FRANCISCO,40,Electrocardiogram report,,18,11,27,ADLER
GORDON K. LEUNG,SAN FRANCISCO,23,Electrocardiogram report,,16,11,27,LEUNG
ETHAN H. DANIELS,SANTA CLARA,33,Electrocardiogram report,,18,11,27,DANIELS
LAMBERT H. CHEE,WALNUT CREEK,,Electrocardiogram report,,516,11,27,CHEE
SUSHIL V. KARMARKAR,WALNUT CREEK,30,Electrocardiogram report,,15,11,27,KARMARKAR
BRUCE D. WAPEN,BURLINGAME,,Electrocardiogram report,,257,11,27,WAPEN
ANGELA L. CHAN,ALAMEDA,18,Electrocardiogram report,,17,11,27,CHAN
DESIREE D. QUINN,PLEASANTON,,Electrocardiogram report,,22,11,27,QUINN
ALEXIS M. MANNEH,EMERYVILLE,,Electrocardiogram report,,22,11,27,MANNEH
STEPHAN SCHRAGER,OAKLAND,,Electrocardiogram report,,122,12,36,SCHRAGER
JEFFREY L. SOBEL,WALNUT CREEK,23,Electrocardiogram report,,23,12,36,SOBEL
SCOTT H. ADELMAN,SAN RAFAEL,30,Electrocardiogram report,,19,12,36,ADELMAN
ROBERT J. LUNDSTROM,SAN FRANCISCO,42,Electrocardiogram report,,21,12,36,LUNDSTROM
CHRISTINE R. ALLISON,OAKLAND,,Electrocardiogram report,,117,12,36,ALLISON
JOHN C. STEIN,NOVATO,,Electrocardiogram report,,119,12,36,STEIN
EMILY YANG,SAN JOSE,,Electrocardiogram report,,26,12,36,YANG
ELLEN J. KILLEBREW,RICHMOND,49,Electrocardiogram report,,1834,12,36,KILLEBREW
NADER M. BANKI,SAN FRANCISCO,15,Electrocardiogram report,,21,12,36,BANKI
MATTHEW R. DENNY,SAN JOSE,12,Electrocardiogram report,,85,12,36,DENNY
GEORGE E. ISENHART,OAKLAND,,Electrocardiogram report,,265,12,36,ISENHART
TAYLOR J. HOLVE,SAN FRANCISCO,9,Electrocardiogram report,,21,12,36,HOLVE
ALPANA SHEKHAR,SANTA CLARA,24,Electrocardiogram report,,23,12,36,SHEKHAR
KENNETH A. KELSEN,FREMONT,44,Electrocardiogram report,,670,12,36,KELSEN
THEODORE I. KLOTH,WALNUT CREEK,,Electrocardiogram report,,27,12,36,KLOTH
JAMES S. KASTELMAN,CAMPBELL,31,Electrocardiogram report,,31,13,43,KASTELMAN
HOWARD E. STRONG,FREMONT,52,Electrocardiogram report,,572,13,43,STRONG
REBECCA J. DOANE,WALNUT CREEK,21,Electrocardiogram report,,28,13,43,DOANE
RYAN J. KEEFE,SAN JOSE,,Electrocardiogram report,,40,13,43,KEEFE
ROY D. MEYER,SANTA ROSA,,Electrocardiogram report,,25,13,43,MEYER
SHACHI J. SHAH,WALNUT CREEK,20,Electrocardiogram report,,32,13,43,SHAH
HENRY L. FONG,PETALUMA,25,Electrocardiogram report,,58,13,43,FONG
ALICE D. HUNTER,WALNUT CREEK,,Electrocardiogram report,,25,13,43,HUNTER
RAMESH LINGAMNENI,REDWOOD CITY,,Electrocardiogram report,,27,13,43,LINGAMNENI
MY-NGHI LO,SOUTH SAN FRANCISCO,16,Electrocardiogram report,,32,13,43,LO
JERROLD M. KAPLAN,HILLSBOROUGH,51,Electrocardiogram report,,197,13,43,KAPLAN
TIMOTHY E. LIAO,SOUTH SAN FRANCISCO,12,Electrocardiogram report,,26,13,43,LIAO
GEETA R. SINGH,SAN JOSE,28,Electrocardiogram report,,326,13,43,SINGH
EVAN D. BLOOM,SAN FRANCISCO,9,Electrocardiogram report,,304,13,43,BLOOM
EVAN T. WYTHE,CASTRO VALLEY,33,Electrocardiogram report,,54,13,43,WYTHE
JASON A. MITCHELL,VALLEJO,15,Electrocardiogram report,,32,13,43,MITCHELL
TERRY J. ANDERSON,OAKLAND,29,Electrocardiogram report,,27,13,43,ANDERSON
ANDREW M. OSUGI,BERKELEY,,Electrocardiogram report,,282,13,43,OSUGI
SUSAN BUREN,PETALUMA,35,Electrocardiogram report,,46,13,43,BUREN
MARK A. MARRAMA,ALAMEDA,32,Electrocardiogram report,,27,13,43,MARRAMA
HOWARD C. GRAVES,SAN FRANCISCO,,Electrocardiogram report,,70,14,53,GRAVES
THEODORE CHOW,MOUNTAIN VIEW,21,Electrocardiogram report,,39,14,53,CHOW
ANLY SONG,WALNUT CREEK,37,Electrocardiogram report,,40,14,53,SONG
MATEO GO,SAN JOSE,,Electrocardiogram report,,37,14,53,GO
PRENTICE A. TOM,SAN JOSE,,Electrocardiogram report,,35,14,53,TOM
BJOERN LAURBERG,SAN RAFAEL,23,Electrocardiogram report,,41,14,53,LAURBERG
ELLIS WEEKER,SAN JOSE,44,Electrocardiogram report,,46,14,53,WEEKER
DYLAN A. EASLEY,OAKLAND,,Electrocardiogram report,,401,14,53,EASLEY
BRIAN F. O'KELLY,OAKLAND,36,Electrocardiogram report,,38,14,53,O'KELLY
DAVID S. GEE,WALNUT CREEK,34,Electrocardiogram report,,42,14,53,GEE
KEVIN D. BOBROWSKY,VALLEJO,20,Electrocardiogram report,,40,14,53,BOBROWSKY
XIUSHUI REN,SAN FRANCISCO,13,Electrocardiogram report,,35,14,53,REN
DAVID J. SULCINER,SAN RAFAEL,24,Electrocardiogram report,,45,14,53,SULCINER
EMMELINE F. HOU,VACAVILLE,13,Electrocardiogram report,,33,14,53,HOU
ROBERT S. BLUMBERG,REDWOOD CITY,,Electrocardiogram report,,39,14,53,BLUMBERG
ALEXANDER Y. CHEN,REDWOOD CITY,15,Electrocardiogram report,,33,14,53,CHEN
SCOTT H. YANG,SANTA ROSA,15,Electrocardiogram report,,35,14,53,YANG
DEBORAH E. COLINA,LARKSPUR,9,Electrocardiogram report,,315,14,53,COLINA
SHAILAN B. SHAH,SANTA CLARA,15,Electrocardiogram report,,45,14,53,SHAH
SANFORD E. WARREN,SANTA ROSA,41,Electrocardiogram report,,48,15,62,WARREN
CELESTE O. SPILLANE,VALLEJO,32,Electrocardiogram report,,51,15,62,SPILLANE
ALAN S. AMENT,SAN RAFAEL,22,Electrocardiogram report,,56,15,62,AMENT
UMA VADLAKONDA,SANTA CLARA,23,Electrocardiogram report,,59,15,62,VADLAKONDA
JOHN K. RUPNIK,NAPA,41,Electrocardiogram report,,133,15,62,RUPNIK
BARBARA A. BOYLAN,SAN RAFAEL,28,Electrocardiogram report,,52,15,62,BOYLAN
STEPHEN P. SHEERIN,SANTA ROSA,,Electrocardiogram report,,156,15,62,SHEERIN
PAUL KIVELA,NAPA,,Electrocardiogram report,,314,15,62,KIVELA
ELEANOR G. LEVIN,SANTA CLARA,35,Electrocardiogram report,,60,15,62,LEVIN
TIN M. DO,SAN FRANCISCO,12,Electrocardiogram report,,129,15,62,DO
M. STELLA PIERRE,OAKLAND,24,Electrocardiogram report,,57,15,62,PIERRE
GERALD W. BOURNE,VALLEJO,28,Electrocardiogram report,,65,15,62,BOURNE
NABIL K. ABUDAYEH,CASTRO VALLEY,29,Electrocardiogram report,,119,15,62,ABUDAYEH
MICHAEL J. HARRINGTON,NAPA,46,Electrocardiogram report,,150,15,62,HARRINGTON
FAUSAN S. TSAI,WALNUT CREEK,11,Electrocardiogram report,,52,15,62,TSAI
GAIL A. HUBBELL,SAN LEANDRO,39,Electrocardiogram report,,91,15,62,HUBBELL
MY PHUONG N. MITARAI,SAN JOSE,11,Electrocardiogram report,,255,15,62,MITARAI
SADHANA N. SONTI,SOUTH SAN FRANCISCO,21,Electrocardiogram report,,46,15,62,SONTI
PAUL E. TURNQUEST,SANTA CLARA,30,Electrocardiogram report,,51,15,62,TURNQUEST
THOMAS ALLOGGIAMENTO,SAN JOSE,20,Electrocardiogram report,,93,16,72,ALLOGGIAMENTO
PHILIP C. LEE,SANTA CLARA,27,Electrocardiogram report,,79,16,72,LEE
WILLIAM J. RASKOFF,SAN FRANCISCO,44,Electrocardiogram report,,89,16,72,RASKOFF
KEVIN D. BRANDSTETTER,SAN FRANCISCO,,Electrocardiogram report,,171,16,72,BRANDSTETTER
STEPHAN I. LEE,OAKLAND,16,Electrocardiogram report,,80,16,72,LEE
GARY A. LI,SAN JOSE,,Electrocardiogram report,,118,16,72,LI
SHAOJUN WANG,RICHMOND,29,Electrocardiogram report,,80,16,72,WANG
JAMES J. JANG,SAN JOSE,15,Electrocardiogram report,,91,16,72,JANG
ERIK C. DAVENPORT,MOUNTAIN VIEW,19,Electrocardiogram report,,69,16,72,DAVENPORT
GEORGE COHEN,BURLINGAME,50,Electrocardiogram report,,155,16,72,COHEN
STANLEY J. NUSSBAUM,SANTA ROSA,36,Electrocardiogram report,,72,16,72,NUSSBAUM
WALDO L. JOSEPH,SANTA CLARA,28,Electrocardiogram report,,71,16,72,JOSEPH
VALERIE A. VIGIL,GILROY,11,Electrocardiogram report,,154,16,72,VIGIL
MERRILL A. CHANDLER,CASTRO VALLEY,,Electrocardiogram report,,278,16,72,CHANDLER
DANIEL P. BUHLER,WALNUT CREEK,,Electrocardiogram report,,179,17,78,BUHLER
JOHN E. SPAULDING,EMERYVILLE,,Electrocardiogram report,,266,17,78,SPAULDING
ERIC C. WEINTZ,HAYWARD,,Electrocardiogram report,,307,17,78,WEINTZ
MICHAEL CHING,SAN FRANCISCO,,Electrocardiogram report,,178,17,78,CHING
LLOYD E. STOCKEY,OAKLAND,16,Electrocardiogram report,,105,17,78,STOCKEY
KENNETH S. BATTAGLIA,SAN JOSE,37,Electrocardiogram report,,99,17,78,BATTAGLIA
ANAMIKA K. DOMA,EMERYVILLE,13,Electrocardiogram report,,176,17,78,DOMA
KAREN L. FEENEY,SAN FRANCISCO,,Electrocardiogram report,,216,17,78,FEENEY
STEVE M. SUN,SAN JOSE,9,Electrocardiogram report,,309,17,78,SUN
ROGER NACOUZI,SANTA ROSA,,Electrocardiogram report,,360,17,78,NACOUZI
PAUL A. HANNA,WALNUT CREEK,20,Electrocardiogram report,,108,17,78,HANNA
JANE E. MALLET,RICHMOND,27,Electrocardiogram report,,146,17,78,MALLET
RITA K. NG,SAN FRANCISCO,9,Electrocardiogram report,,136,17,78,NG
GARY D. MACGREGOR,REDWOOD CITY,,Electrocardiogram report,,237,17,78,MACGREGOR
ASHOK KRISHNASWAMI,SAN JOSE,24,Electrocardiogram report,,103,17,78,KRISHNASWAMI
JOHN J. ZECHERLE,GREENBRAE,,Electrocardiogram report,,307,17,78,ZECHERLE
JEFFREY W. DIETZ,GREENBRAE,,Electrocardiogram report,,181,17,78,DIETZ
PETER TRAN,WALNUT CREEK,14,Electrocardiogram report,,142,17,78,TRAN
ALLAN GARFIELD,SANTA ROSA,46,Electrocardiogram report,,327,17,78,GARFIELD
PATRICIA J. SIMPSON,SAN FRANCISCO,,Electrocardiogram report,,316,17,78,SIMPSON
VALERIE C. KWAI BEN,SAN JOSE,24,Electrocardiogram report,,110,17,78,BEN
THOMAS E. SCHUTZ,ANTIOCH,22,Electrocardiogram report,,166,17,78,SCHUTZ
VICTOR H. WU,SAN JOSE,19,Electrocardiogram report,,696,17,78,WU
CHARLOTTE HU,SAN JOSE,36,Electrocardiogram report,,129,17,78,HU
HELEN M. JACKSON,ALAMEDA,21,Electrocardiogram report,,190,17,78,JACKSON
WILLIAM F. KAMMERER,DALY CITY,,Electrocardiogram report,,214,17,78,KAMMERER
BETH R. KEEGSTRA,SAN JOSE,,Electrocardiogram report,,120,17,78,KEEGSTRA
MICHAEL BACHIK,WALNUT CREEK,,Electrocardiogram report,,156,17,78,BACHIK
WILSON W. LEM,SAN JOSE,,Electrocardiogram report,,340,18,92,LEM
ARIEL MARKS,REDWOOD CITY,,Electrocardiogram report,,492,18,92,MARKS
CONNIE L. AMORDE,SAN FRANCISCO,,Electrocardiogram report,,171,18,92,AMORDE
GARY A. GECHLIK,SAN JOSE,19,Electrocardiogram report,,477,18,92,GECHLIK
DAVID A. BIRDSALL,WALNUT CREEK,20,Electrocardiogram report,,202,18,92,BIRDSALL
JASON S. BRYANT,SANTA CLARA,13,Electrocardiogram report,,319,18,92,BRYANT
MARK S. AGNESS,MARYSVILLE,,Electrocardiogram report,,849,18,92,AGNESS
GEORGE R. OLDHAM,REDWOOD CITY,,Electrocardiogram report,,535,18,92,OLDHAM
ERIN L. WENTZIEN,SAN JOSE,15,Electrocardiogram report,,226,18,92,WENTZIEN
